Year,Reported number of Pre-SAC treated,"National coverage, Pre-SAC (%)","Population requiring PC for STH, SAC",Number of SAC targeted,Reported number of SAC treated,"Drug combination, SAC","National coverage, SAC (%)",CountryCode,GDP_per_capita,HealthExp_per_capita,Pct_with_improved_sanitation,Urban_Pop_Pct,ODA_per_capita
2003,3002474.0,100.0,4747928.0,1011206.0,37657.0,Ivm+Alb,0.7771133243660325,CIV,1111.17135087887,64.14105988,22.4905747331287,44.399,253699996.948242
2003,3017790.0,99.77191043442814,5191490.0,385278.0,53895.0,Ivm+Alb,1.0381412658023033,MOZ,339.488737800648,11.15465164,13.3023143058234,29.637,1049520019.53125
2003,8170761.0,92.72390538957151,15883949.0,3455081.0,4997.0,Alb,0.0305300025550624,COD,161.491553524396,6.27501249,22.392974466149,36.526,5417029785.15625
2003,381673.0,100.0,729259.0,65234.0,41508.0,Pzq+Mbd,5.69180496915362,MRT,732.017820812675,28.68665123,21.6942174188124,40.351,260850006.103516
2003,2294407.0,100.0,3110863.0,555348.0,206644.0,"Alb/Mbd, Pzq+Mbd",6.642658323429865,MLI,371.627016389759,19.29068756,19.3629115283723,30.547,556229980.46875
2003,1684408.0,84.84861917638193,3632444.0,3795722.0,161397.0,Alb/Mbd,4.443206832644908,MWI,383.348596852642,12.41096115,9.35670091834008,14.875,519570007.324219
2003,126326.0,100.0,318321.0,112900.0,221591.0,Alb,70.83658333866121,SWZ,2060.18418135789,132.39044189,50.728760409513,22.296,34189998.626709
2003,2000000.0,87.30864128546258,4601667.0,1158709.0,181147.0,Dec+Alb,3.724849651556803,MDG,352.620095849925,17.98666191,5.18344487592683,27.936,545359985.351563
2003,188981.0,1.9340633024227345,19920856.0,3569694.0,3000.0,Alb/Mbd,0.015059593824683,ETH,116.800491132777,5.76164436,3.69805219630623,15.31,1621160034.17969
2003,161085.0,73.99708761501394,522762.0,458705.0,16728.0,Alb,3.185351344557977,LSO,583.270036200288,31.89407539,15.0659903580985,21.137,79129997.253418
2003,115347.0,2.644521044951149,9074693.0,4187694.0,391015.0,"Dec+Alb, Pzq+Mbd",4.308850999146748,KEN,442.898457253405,25.71190262,29.103314991973,20.948,522900024.414063
2003,217374.0,100.0,374835.0,19906.0,47000.0,Alb/Mbd,12.538850427521442,GMB,308.719123437587,28.66201591,47.7243145471678,50.555,63290000.9155273
2003,159822.0,80.14783685791514,354669.0,128428.0,69000.0,Alb/Mbd,19.4547592262081,GNB,419.78486611807,14.86718845,5.64179288235145,37.387,145369995.117188
2003,122902.0,4.829492986149916,5352777.0,1716739.0,670351.0,Ivm+Alb,12.523424756906556,GHA,358.39927142073,23.23123741,8.13639297693297,45.951,985039978.027344
2003,1712154.0,100.0,1986540.0,226196.0,183232.0,Ivm+Alb,9.22367533500458,BEN,676.002878084282,21.76790237,9.87676965998667,39.536,301989990.234375
2003,1537583.0,95.9055080783944,3081432.0,242876.0,2512311.0,Alb/Mbd,81.5306325111182,ZMB,446.290104839041,27.11714554,22.4736815303657,35.951,770450012.207031
2003,175334.0,14.43528475137512,2371484.0,758231.0,30718.0,Ivm+Alb,1.2746132135207424,GIN,566.48540588068,25.93502045,11.3379453382088,31.698,250630004.882813
2004,3017790.0,99.77191043442814,5336459.0,385278.0,105085.0,Alb/Mbd,1.9691896817721264,MOZ,400.056973161545,14.22916508,14.3614035663123,29.818,1244290039.0625
2004,1923909.0,81.39244351334155,4544792.0,3672936.0,6200.0,Pzq+Alb,0.1364198845623738,CMR,1133.39326749673,41.7527771,38.8160973579278,47.94,780739990.234375
2004,188981.0,1.9340633024227345,20414282.0,3569694.0,30819.0,"Alb/Mbd, Pzq+Alb",0.1509678371250088,ETH,133.169812538096,5.79775095,4.0092482931609,15.504,1830300048.82813
2004,217374.0,100.0,388257.0,19906.0,45274.0,Alb/Mbd,11.66083290191806,GMB,593.285346326581,32.3373642,46.6954259623673,51.288,61340000.1525879
2004,2000000.0,87.30864128546258,4735066.0,1158709.0,181147.0,Dec+Alb,3.724849651556803,MDG,272.20074858856,14.57165813,5.63879497378888,28.211,1252520019.53125
2004,381673.0,100.0,743852.0,65234.0,39378.0,Pzq+Mbd,5.293795002231627,MRT,823.554457141893,30.64061928,22.9791704022434,41.229,194770004.272461
2004,1725845.0,100.0,3048458.0,1537264.0,218320.0,Mbd,7.161653531063903,SEN,918.102079522155,43.03009415,40.9633021795963,41.306,1066339965.82031
2004,118335.0,2.6259445530419754,9206475.0,4187694.0,163362.0,Alb/Mbd,1.7744250649678623,KEN,463.662781300121,27.75096512,29.4748031581827,21.31,655929992.675781
2004,1336885.0,84.29941288006573,2663493.0,743593.0,23833.333333333332,Ivm+Alb,0.9051666586520759,TCD,445.850767157087,28.63477135,10.0242445629892,21.768,332079986.572266
2004,226377.0,26.777913547286623,1967245.0,1451954.0,1724937.0,Alb,87.6828763067132,BDI,125.194965184533,9.11969662,45.8686367474088,9.139,358820007.324219
2004,126326.0,100.0,315470.0,112900.0,221591.0,Alb,70.83658333866121,SWZ,2581.24172793045,177.11592102,51.4947686131405,22.166,21920000.0762939
2004,935000.0,100.0,1531195.0,1381928.0,240136.0,Ivm+Alb,15.682914325085962,TGO,560.266308533382,16.90148544,10.7455796253713,34.724,65129997.253418
2004,4962605.0,95.1783340528695,10235517.0,1837406.0,1240877.0,"Ivm+Alb, Alb/Mbd",12.123246925387354,TZA,450.385284423828,23.29498863,11.3353000997634,24.223,1774199951.17188
2004,694862.0,97.74302405237252,1250312.0,1531834.0,242047.0,Mbd,19.35892801156832,SLE,417.750034826993,22.70127487,8.94954703702062,36.596,376230010.986328
2004,175334.0,14.43528475137512,2409986.0,758231.0,30718.0,Mbd,1.2746132135207424,GIN,584.897740538081,26.76063919,12.2068743325124,31.977,274809997.558594
2004,3211114.0,75.13460456290223,8258917.0,4475952.0,4800274.0,"Ivm+Alb, Pzq+Alb",58.12231797462064,UGA,292.38185796262,18.61294365,17.2487008096089,16.507,1222239990.23438
2004,1174919.0,71.49531658178928,3170682.0,242876.0,1685755.5,Dec+Alb,53.931623014569716,ZMB,548.685974566277,30.49891281,23.3427229999482,36.43,1128449951.17188
2004,3002474.0,100.0,4845754.0,1011206.0,37657.0,Pzq+Mbd,0.7771133243660325,CIV,1199.82524528546,67.6804657,23.0936137803389,44.817,160710006.713867
2004,122902.0,4.829492986149916,5432752.0,1716739.0,1187331.0,"Ivm+Alb, Alb/Mbd",21.85505614833881,GHA,406.132105329565,25.61305428,9.05994534742738,46.63,1419010009.76563
2004,161085.0,73.99708761501394,525154.0,458705.0,16728.0,Alb,3.185351344557977,LSO,766.685820928242,40.89277649,17.3400175380548,21.689,95309997.5585938
2004,1684408.0,84.84861917638193,3778877.0,3795722.0,389996.0,"Alb/Mbd, Pzq+Mbd",10.320420590561694,MWI,404.674248445428,16.05879211,9.35853809192232,14.964,507420013.427734
2004,2244182.0,100.0,3614907.0,4396936.0,155421.0,Pzq+Alb,4.299446707757626,NER,283.468281798296,13.95743465,7.49361279660052,16.247,548679992.675781
2004,5581739.0,100.0,3682039.0,440300.0,2857097.0,"Ivm+Alb, Pzq+Alb",77.59551161734028,BFA,403.81283743461,17.09873199,13.1317299489599,20.757,647380004.882813
2004,229963.0,5.555946145038841,9981493.0,10484393.0,5038560.0,Mbd,100.0,ZAF,5221.46333731721,365.53488159,63.0586665106855,58.993,631609985.351563
2004,504026.0,98.04370111441148,1037979.0,542695.0,25536.0,Pzq+Alb,2.460165379068363,CAF,303.461321152782,13.72547722,20.40631886511,37.966,110059997.558594
2004,159822.0,80.14783685791514,365752.0,128428.0,124537.0,Alb/Mbd,34.04957457512194,GNB,431.376557669634,18.48643875,6.54981932752754,37.772,77849998.4741211
2004,1712154.0,100.0,2047554.0,226196.0,299562.0,Ivm+Alb,14.630236858222052,BEN,758.695803786371,25.34852219,10.3400677635835,40.039,391790008.544922
2004,883283.0,74.61238067322223,2309939.0,3325950.0,2454947.0,Alb - round 1,99.94333029765028,RWA,269.540446333402,20.29362106,50.768335540329,16.908,491140014.648438
2004,4200000.0,22.24922972636944,36283745.0,3260446.0,873800.0,Ivm+Alb,2.4082409354381693,NGA,962.48104194733,44.16435242,30.0532638422315,38.212,578770019.53125
2004,35758.0,52.04570264172913,144691.0,196889.0,103302.0,Dec+Alb,71.3949036222018,COM,1091.27216412426,70.50469971,32.1413169353801,27.903,25879999.1607666
2004,1681516.0,70.80276050241481,4501674.0,1562296.0,1256067.0,Pzq+Alb,17.97,AGO,1266.21086410236,49.77629852,33.2903908906274,54.827,1144569946.28906
2004,8170761.0,92.72390538957151,16367506.0,3455081.0,4997.0,Alb/Mbd,0.0305300025550624,COD,180.664764963633,8.14487171,21.9485955381886,37.0,1919150024.41406
2004,2294407.0,100.0,3166472.0,555348.0,153754.0,Alb/Mbd,4.855687970713147,MLI,416.278344366266,22.3169117,20.7464698412891,31.3,585299987.792969
2005,5581739.0,100.0,3784324.0,440300.0,2938175.0,Ivm+Alb,77.64068298591769,BFA,441.164148016012,17.50115776,13.9805995453405,21.537,698190002.441406
2005,217374.0,100.0,401394.0,19906.0,21000.0,Pzq+Mbd,5.231767290990897,GMB,616.483657865348,33.33732224,46.5783414060291,52.02,60759998.3215332
2005,1725845.0,100.0,3112876.0,1537264.0,269945.0,Pzq+Mbd,8.671884135442594,SEN,979.846101520171,36.86376953,42.0544776116129,41.714,701349975.585938
2005,5581739.0,100.0,3784324.0,440300.0,2295557.0,Pzq+Alb,60.65963168058549,BFA,441.164148016012,17.50115776,13.9805995453405,21.537,698190002.441406
2005,570085.0,100.0,891422.0,9601.0,105000.0,Ivm+Alb,11.328828415722688,LBR,287.487333441381,20.64465714,13.5841752250677,46.051,222089996.337891
2005,251810.0,29.43559086854924,1971622.0,1451954.0,2161695.0,Alb,100.0,BDI,147.234619294225,11.43010426,45.8870569615053,9.375,365579986.572266
2005,121323.0,2.6073680611328016,9367473.0,4187694.0,415440.0,"Dec+Alb, Pzq+Alb",4.434920709138954,KEN,523.456312433863,31.13827515,29.848047955005,21.675,756570007.324219
2005,1092556.0,100.0,1560429.0,1381928.0,250228.0,Ivm+Alb,16.035846552454487,TGO,551.259850017077,17.79439926,11.1773052397302,35.185,82610000.6103516
2005,159822.0,80.14783685791514,376608.0,128428.0,131225.0,Mbd,34.84392259325346,GNB,463.073962650452,21.1059761,7.66562389299126,38.157,66760002.1362305
2005,3017790.0,99.77191043442814,5495012.0,385278.0,6341.0,Pzq+Alb,0.1153955623754779,MOZ,436.773856167384,18.49229622,15.4341574090753,29.999,1289859985.35156
2005,381673.0,100.0,758613.0,65234.0,61505.66666666667,Pzq+Alb,5.293795002231627,MRT,998.96583416747,33.17791367,24.2726192428968,42.111,188800003.051758
2005,1923909.0,81.39244351334155,4607571.0,3672936.0,80600.0,Mbd,1.7258320523507171,CMR,1142.62466252106,42.60778809,39.042535815984,48.541,416540008.544922
2005,694862.0,97.74302405237252,1303287.0,1531834.0,412076.0,Mbd,31.618208422243143,SLE,462.633324427945,26.26749039,9.53865082527523,36.919,339980010.986328
2005,122902.0,4.829492986149916,5509251.0,1716739.0,1478115.0,"Ivm+Alb, Alb/Mbd",26.82969064215807,GHA,478.611909191028,39.75449371,10.0024406425603,47.308,1152640014.64844
2005,8170761.0,92.72390538957151,18388355.0,3455081.0,79998.0,Alb,0.46227113686531796,COD,203.561668860749,8.88715935,21.5079475709645,37.481,1881800048.82813
2005,7661552.0,86.94527018784204,16855786.0,3455081.0,154999.0,Alb,0.8940122711755736,COD,203.561668860749,8.88715935,21.5079475709645,37.481,1881800048.82813
2005,499152.75,13.426283966285604,9988168.0,10484393.0,5038560.0,Mbd,100.0,ZAF,5836.87663325127,404.39968872,63.9292262025283,59.536,681229980.46875
2005,3002474.0,100.0,4947404.0,1011206.0,51557.0,Pzq+Mbd,1.0421020802020615,CIV,1197.74616979415,62.34985352,23.818461396621,45.234,91279998.7792969
2005,161085.0,73.99708761501394,527136.0,458705.0,106682.0,Alb,20.238041036848177,LSO,861.381496414995,41.15412903,19.5885686664073,22.249,68440002.4414063
2005,1681516.0,70.80276050241481,4619337.0,1562296.0,1256067.0,Pzq+Alb,17.97,AGO,1916.46842218625,54.21235657,34.7226378362301,56.0,414679992.675781
2005,2294407.0,100.0,3224377.0,555348.0,2639225.0,"Ivm+Alb, Alb/Mbd, Pzq+Mbd, Pzq+Alb",81.85224618585234,MLI,461.457920288884,24.62482452,22.1609320906388,32.06,724590026.855469
2005,3915581.5,87.5673022814511,8523354.0,4475952.0,4036204.0,"Ivm+Alb, Pzq+Alb",47.35464466218345,UGA,330.405402707025,25.88375473,17.4642525560946,16.96,1195329956.05469
2005,1198122.0,71.21102885892677,3262874.0,242876.0,859200.0,"Pzq+Alb, Alb",26.33261351802123,ZMB,710.982068171696,45.59496307,24.2059323248477,36.911,1169050048.82813
2005,19195.0,27.84276806935373,146891.0,196889.0,55453.0,Dec+Alb,38.24251932032191,COM,1103.20658498402,67.78135681,32.6181080742434,27.875,23139999.3896484
2005,883283.0,74.61238067322223,2309841.0,3325950.0,2454947.0,Alb - round 1,99.94333029765028,RWA,324.016863847189,25.10174942,52.1358341835326,16.912,572710021.972656
2005,2875425.0,100.0,4863203.0,1158709.0,181147.0,"Dec+Alb, Mbd",3.724849651556803,MDG,305.812074924388,16.26181221,6.12117429647739,28.814,916150024.414063
2005,3459.0,24.944363756466856,40340.0,33025.0,12749.0,Alb/Mbd,31.603867129400097,STP,844.169181884274,89.38618469,26.5791009305251,59.165,32700000.7629395
2005,1336885.0,84.29941288006573,2753849.0,743593.0,20666.666666666668,Ivm+Alb,0.760455569735202,TCD,643.807929251964,32.28604889,10.1080112103308,21.801,386440002.441406
2005,669626.0,6.751641010553164,20876467.0,3569694.0,4978902.0,Alb/Mbd,23.84935152102125,ETH,158.243458082465,6.55709887,4.31644032463521,15.7,1929119995.11719
2005,2244182.0,100.0,3750927.0,4396936.0,1233538.0,Pzq+Alb,32.88621719377636,NER,318.643121918273,18.53794861,7.99790275762047,16.242,523090026.855469
2005,126326.0,100.0,312820.0,112900.0,221591.0,Alb,70.83658333866121,SWZ,2945.36394872311,218.70697021,52.278905393274,22.038,46709999.0844727
2005,1712154.0,100.0,2108761.0,226196.0,409452.0,Ivm+Alb,19.41670962238016,BEN,779.437777753268,25.97800064,10.814694218731,40.543,349079986.572266
2005,5533367.0,100.0,10496645.0,1837406.0,2054027.0,"Ivm+Alb, Pzq+Alb",19.568414479102607,TZA,483.334869384766,27.53238869,12.5338225447733,24.845,1492449951.17188
2005,1684408.0,84.84861917638193,3920069.0,3795722.0,259519.0,"Alb/Mbd, Pzq+Alb",6.620266122866715,MWI,414.361121984475,17.35436821,11.6430175561907,15.054,573650024.414063
2005,4200000.0,22.24922972636944,37064355.0,3260446.0,918000.0,Ivm+Alb,2.47677316926195,NGA,1211.37703504386,53.92662048,30.7689136768009,39.074,6401790039.0625
2005,504026.0,98.04370111441148,1057708.0,542695.0,63885.0,Ivm+Alb,5.738049032489841,CAF,311.950023138687,14.66589355,19.9721489886999,38.069,88970001.2207031
2005,175334.0,14.43528475137512,2450434.0,758231.0,188053.0,Mbd,7.674273210378243,GIN,463.17768685098,19.94359016,13.095035144878,32.257,192910003.662109
2006,694862.0,97.74302405237252,1701118.0,1531834.0,632118.0,Ivm+Alb,47.24164243579695,SLE,517.913366011018,29.28122711,10.1566509069014,37.303,380339996.337891
2006,3002474.0,100.0,5053233.0,1011206.0,213240.0,Ivm+Alb,4.152180725753011,CIV,1230.43056838584,60.48682404,24.5514184482042,45.652,247139999.389648
2006,1187269.0,100.0,1976748.0,1451954.0,200000.0,Alb/Mbd,10.117627537753927,BDI,161.892755640319,14.48706532,45.9023891144522,9.617,432019989.013672
2006,3017790.0,99.77191043442814,5667756.0,385278.0,31451.0,Alb/Mbd,0.5549109735846074,MOZ,457.487647833183,18.09505653,16.5211559577989,30.182,1641939941.40625
2006,3040794.0,100.0,4985468.0,1158709.0,575101.0,Dec+Alb,11.53554691354954,MDG,324.146874882604,16.76423645,6.60626040079226,29.425,784409973.144531
2006,1509878.0,100.0,2493096.0,758231.0,193227.0,Mbd,7.7504837358850205,GIN,446.980554135348,16.35091019,14.0026335732946,32.539,173119995.117188
2006,1923909.0,81.39244351334155,4675372.0,3672936.0,155000.0,Pzq+Alb,3.31524422013906,CMR,1191.45458990968,44.01630783,39.2707706827341,49.143,1716239990.23438
2006,1336885.0,84.29941288006573,2842088.0,743593.0,17500.0,Mbd,0.615744480818328,TCD,693.854591777338,34.9785614,10.1921110893801,21.834,290730010.986328
2006,4200000.0,22.24922972636944,37865709.0,3260446.0,903122.0,Ivm+Alb,2.385065601174931,NGA,1599.53891556365,65.7237854,31.5068482626807,39.943,11431959960.9375
2006,4037805.0,40.03998440368283,21303442.0,3569694.0,3320350.333333333,Ivm+Alb,15.904555575090288,ETH,189.345737521418,8.53116226,4.61983246123029,15.899,2034550048.82813
2006,4459429.0,44.220923895366646,17403223.0,3569694.0,1661798.6666666665,Ivm+Alb,7.959759629159327,ETH,189.345737521418,8.53116226,4.61983246123029,15.899,2034550048.82813
2006,122902.0,4.829492986149916,5581994.0,1716739.0,2228136.0,"Ivm+Alb, Alb/Mbd",39.91648862395768,GHA,906.441027564887,45.96789932,10.9638541974486,47.988,1236250000.0
2006,2632.0,3.63983349697833,149387.0,196889.0,7604.0,Dec+Alb,5.090135018442033,COM,1154.90422349749,65.70906067,33.0502370446673,27.863,32000000.0
2006,3427139.0,38.120645001403744,17348626.0,3455081.0,230000.0,Mbd,1.325753405485829,COD,238.417639415512,10.77356529,21.0891378494807,37.971,2197239990.23438
2006,1712154.0,100.0,2169880.0,226196.0,486111.0,"Ivm+Alb, Alb/Mbd",22.402667428613565,BEN,809.147072506221,27.52271461,11.3007400084745,41.049,400309997.558594
2006,1602468.5,85.60551442946338,3357945.0,242876.0,639765.0,"Pzq+Alb, Mbd",19.052277509012207,ZMB,1051.71714895686,59.4561615,25.0632027401608,37.395,1470270019.53125
2006,161085.0,73.99708761501394,528738.0,458705.0,127844.66666666667,Alb,25.303843164188276,LSO,925.467485502842,48.88100433,21.8118480082732,22.82,71190002.4414063
2006,381673.0,100.0,773527.0,65234.0,83633.33333333334,Pzq+Alb,5.293795002231627,MRT,1300.60367988659,34.37842178,25.8426775463685,42.998,216320007.324219
2006,629424.0,88.53816321966164,1355538.0,1531834.0,852160.0,Alb/Mbd,62.865076449350745,SLE,517.913366011018,29.28122711,10.1566509069014,37.303,380339996.337891
2006,768342.5,21.296621787532366,10008283.0,10484393.0,5038560.0,Mbd,100.0,ZAF,6077.38293388876,422.18884277,64.7935120547602,60.077,723239990.234375
2006,4620049.0,100.0,8788972.0,4475952.0,2591689.0,"Alb/Mbd, Pzq+Alb",29.48796514541177,UGA,346.518255310647,31.62604523,17.6794433895241,17.425,1589229980.46875
2006,1193428.0,97.92334195154493,2338298.0,3325950.0,2454947.0,Alb - round 1,99.94333029765028,RWA,356.995022901154,27.24308205,53.5033672855633,16.917,605390014.648438
2006,5581739.0,100.0,3885928.0,440300.0,1288289.0,"Alb/Mbd, Pzq+Alb",33.15267292651845,BFA,455.513655620024,20.64653969,14.8159146955023,22.339,900549987.792969
2006,383392.0,84.32090999863641,926839.0,9601.0,105000.0,Mbd,11.328828415722688,LBR,320.55808618515,19.4780159,14.0429777254186,46.396,260910003.662109
2006,218196.5,100.0,414167.0,19906.0,87100.0,Alb/Mbd,21.03016416083367,GMB,614.544307904464,33.49129486,46.4862599534796,52.751,75199996.9482422
2006,1674076.0,100.0,3175760.0,1537264.0,131589.0,Alb/Mbd,4.143543592714815,SEN,1017.20196747987,39.08563995,43.1437484387826,42.124,869359985.351563
2006,5533367.0,99.61883425429184,10778903.0,1837406.0,1376675.0,Ivm+Alb,12.771939779029465,TZA,475.746734619141,35.36390686,13.7317612866965,25.478,1887650024.41406
2006,5581739.0,100.0,3885928.0,440300.0,3115652.0,Ivm+Alb,80.17781080864081,BFA,455.513655620024,20.64653969,14.8159146955023,22.339,900549987.792969
2006,504026.0,98.04370111441148,1077975.0,542695.0,102234.0,Ivm+Alb,9.01593268591132,CAF,333.942519903031,15.91440105,19.5450444000148,38.193,133589996.337891
2006,126326.0,100.0,310585.0,112900.0,206694.0,Alb - round 1,66.54989777355635,SWZ,3035.06156119205,238.984375,53.0808750186675,21.91,34779998.7792969
2006,180356.0,100.0,349667.0,259792.0,58768.0,Mbd - round 1,18.94,GAB,6847.00985685394,212.61395264,39.8763535875598,83.107,31209999.0844727
2006,1684408.0,84.84861917638193,4054277.0,3795722.0,384259.5,Pzq+Alb,9.587454517268764,MWI,440.822149023873,21.07893753,13.9195187317472,15.144,722869995.117188
2006,119650.28571428571,94.67971750712427,310585.0,112900.0,248949.0,Alb - round 2,80.15486903746157,SWZ,3035.06156119205,238.984375,53.0808750186675,21.91,34779998.7792969
2006,2901753.0,100.0,4740477.0,1562296.0,1256067.0,Pzq+Alb,17.97,AGO,2617.05196022633,69.76922607,35.9912829408025,56.764,163520004.272461
2006,1817964.0,91.5762304099553,4054277.0,3795722.0,509000.0,Alb/Mbd,12.554642911670811,MWI,440.822149023873,21.07893753,13.9195187317472,15.144,722869995.117188
2006,117284.26666666666,2.449016273633507,9560158.0,4187694.0,633508.0,Alb/Mbd,6.626543201482653,KEN,699.80237063381,41.07886505,30.2231399084341,22.045,941650024.414063
2006,2244182.0,100.0,3890176.0,4396936.0,1127493.0,"Alb/Mbd, Pzq+Alb",28.983084569952624,NER,333.345078419447,19.78735733,8.49858964807735,16.238,541940002.441406
2006,159822.0,80.14783685791514,387124.0,128428.0,87837.0,Alb/Mbd,22.689629162748886,GNB,448.513075469701,22.80813217,8.79675509070874,38.545,88199996.9482422
2006,1091860.0,100.0,1590592.0,1381928.0,257638.0,Ivm+Alb,16.197616987888786,TGO,552.50227125256,18.60928154,11.6195512765709,35.649,79830001.8310547
2006,2294407.0,100.0,3284631.0,555348.0,1990816.0,"Ivm+Alb, Alb/Mbd, Pzq+Alb",60.61003503894349,MLI,493.628706470251,27.65656662,23.6069559732511,32.832,869200012.207031
2006,178126.0,89.32696117025812,86181.0,128428.0,88703.33333333333,Ivm+Alb,22.71307124323875,GNB,448.513075469701,22.80813217,8.79675509070874,38.545,88199996.9482422
2007,681803.0,93.3127949372078,1701118.0,1531834.0,741955.75,Ivm+Alb,53.8778152237836,SLE,578.648417351785,30.97717667,10.7956030782782,37.689,512429992.675781
2007,725258.0,99.26012503695269,1407315.0,1531834.0,631751.5,"Ivm+Alb, Mbd",44.89055399821646,SLE,578.648417351785,30.97717667,10.7956030782782,37.689,512429992.675781
2007,3408747.0,17.797163753132608,38686256.0,3260446.0,921996.0,Ivm+Alb,2.383265002433939,NGA,1815.52697545827,69.15039063,32.267693402297,40.819,1643209960.9375
2007,1458001.0,64.0143226369005,4034039.0,4396936.0,622692.84,Ivm+Alb,15.43596479855549,NER,387.168065883301,20.83684349,8.99542619140241,16.234,465570007.324219
2007,493105.0,95.47492971716115,1098611.0,542695.0,140583.0,Ivm+Alb,12.293816339332798,CAF,380.887048839475,18.94978714,19.1248922472729,38.339,179270004.272461
2007,677399.0,100.0,904820.0,30400.0,31392.0,Ivm+Alb,2.726050665360608,COG,2206.47101863414,42.22277832,14.5260420328821,61.893,101089996.337891
2007,3002474.0,100.0,5162622.0,1011206.0,374923.0,Mbd,7.262259371303961,CIV,1367.53817722326,64.6838913,25.2923605973269,46.071,186860000.610352
2007,113245.53333333334,2.2906644861342116,9783185.0,4187694.0,1007334.0,Alb/Mbd,10.29658541671245,KEN,840.201439476765,50.38684845,30.6001210320194,22.42,1222040039.0625
2007,202335.0,100.0,349988.0,259792.0,58768.0,Mbd - round 1,18.94,GAB,8003.54289696049,254.19885254,40.8960393496484,83.742,53209999.0844727
2007,88057.57,100.0,152202.0,196889.0,89952.98,Dec+Alb,59.10104992050038,COM,1289.73631056361,69.87508392,33.4374468041965,27.867,42549999.2370605
2007,1336885.0,84.29941288006573,2928552.0,743593.0,73817.75,Ivm+Alb,1.314432440750134,TCD,780.581405973967,35.18187714,10.2767456265106,21.868,342609985.351563
2007,219019.0,100.0,426562.0,19906.0,76847.0,Alb/Mbd,18.10748170007859,GMB,724.726407242432,35.92889786,46.4185278485547,53.481,93839996.3378906
2007,3459.0,24.944363756466856,41569.0,33025.0,14573.0,Alb/Mbd,39.38054697156555,STP,878.885791918745,69.87314606,29.1900927295862,61.52,47939998.626709
2007,3048589.0,100.0,4864580.0,1562296.0,1256067.0,Pzq+Alb,17.97,AGO,3141.0459797605,92.84111786,37.2593050122209,57.524,219910003.662109
2007,173664.0,85.42042743661003,86181.0,128428.0,89569.66666666667,Ivm+Alb,22.736513323728616,GNB,519.069789794741,26.1655159,9.94309395424926,38.934,109180000.305176
