Year,"Population requiring PC for STH, Pre-SAC",Number of Pre-SAC targeted,Reported number of Pre-SAC treated,"Drug combination, Pre-SAC","Programme coverage, Pre-SAC (%)","National coverage, Pre-SAC (%)","Population requiring PC for STH, SAC",Number of SAC targeted,Reported number of SAC treated,"Drug combination, SAC","Programme coverage, SAC (%)","National coverage, SAC (%)",CountryCode
2006,1985192,1615569.0,1684408.0,Alb/Mbd - round 2,104.260975544839,84.84861917638193,4054277,3795722.0,384259.5,Ivm+Alb, ,9.587454517268764,MWI
2006,No PC required,135855.42857142858,119650.28571428571,Alb/Mbd, ,94.67971750712427,310585,112900.0,248949.0,Alb - round 2, ,80.15486903746157,SWZ
2006,2420656,2976529.0,2901753.0,Alb,97.48781214629523,100.0,4740477,1562296.0,1256067.0,Ivm+Alb, ,17.97,AGO
2006,1985192,1668930.0,1817964.0,Alb/Mbd - round 1,108.92991317790441,91.5762304099553,4054277,3795722.0,509000.0,Alb/Mbd, ,12.554642911670811,MWI
2006,4807336,2345105.0,117284.26666666666,Alb/Mbd, ,2.449016273633507,9560158,4187694.0,633508.0,Alb/Mbd, ,6.626543201482653,KEN
2006,2166886,2263696.0,2244182.0,Alb/Mbd,99.13795845378532,100.0,3890176,4396936.0,1127493.0,"Alb/Mbd, Pzq+Alb", ,28.983084569952624,NER
2006,199409,195549.0,159822.0,Alb/Mbd - round 1,81.72989890001995,80.14783685791514,387124,128428.0,87837.0,Alb/Mbd, ,22.689629162748886,GNB
2006,732770,1150493.25,1091860.0,Alb, ,100.0,1590592,1381928.0,257638.0,Ivm+Alb, ,16.197616987888786,TGO
2006,1633182,2294407.0,2294407.0,Alb/Mbd, ,100.0,3284631,555348.0,1990816.0,"Ivm+Alb, Alb/Mbd, Pzq+Alb", ,60.61003503894349,MLI
2006,199409,191909.0,178126.0,Alb/Mbd - round 2,92.81795017430137,89.32696117025812,No PC required,128428.0,88703.33333333333,Ivm+Alb, ,22.71307124323875,GNB
2007,730664,770894.0,681803.0,Alb/Mbd - round 2,88.44315820333276,93.3127949372078,No PC required,1531834.0,741955.75,Ivm+Alb, ,53.8778152237836,SLE
2007,730664,770894.0,725258.0,Alb/Mbd - round 1,94.08011996461252,99.26012503695269,1407315,1531834.0,631751.5,"Ivm+Alb, Mbd", ,44.89055399821646,SLE
2007,19251695,2682472.0,3408747.0,Alb/Mbd, ,17.797163753132608,38686256,3260446.0,921996.0,Ivm+Alb, ,2.383265002433939,NGA
2007,2278510,1486880.0,1458001.0,Alb/Mbd, ,64.0143226369005,4034039,4396936.0,622692.84,Ivm+Alb, ,15.43596479855549,NER
2007,517228,631586.0,493105.0,Alb/Mbd, ,95.47492971716115,1098611,542695.0,140583.0,Ivm+Alb, ,12.293816339332798,CAF
